num,id,store,business,address,x,y,url
79,18773327,로긴리조트&호텔,콘도,제주특별자치도 제주시 서해안로 442-11,126.4886599,33.51696151,http://place.map.kakao.com/18773327
80,17633552,올레요리조트,콘도,제주특별자치도 서귀포시 이어도로 720,126.4927014,33.23473682,http://place.map.kakao.com/17633552
81,11620915,팜밸리리조트,콘도,제주특별자치도 서귀포시 중산간서로 193,126.4907436,33.25910791,http://place.map.kakao.com/11620915
82,19942592,아이브리조트,콘도,제주특별자치도 서귀포시 산록남로 1966-34,126.4966487,33.28840136,http://place.map.kakao.com/19942592
83,19934000,파미유스파리조트,콘도,제주특별자치도 서귀포시 이어도로 826-6,126.5028988,33.23499258,http://place.map.kakao.com/19934000
84,25627403,서귀포푸른섬,콘도,제주특별자치도 서귀포시 법환로66번길 5-1,126.509872,33.23971413,http://place.map.kakao.com/25627403
85,22625773,샤모니리조트,콘도,제주특별자치도 서귀포시 중산간서로 68,126.5043352,33.26335269,http://place.map.kakao.com/22625773
86,10809104,그림리조트,콘도,제주특별자치도 제주시 서해안로 620-1,126.5035895,33.5163181,http://place.map.kakao.com/10809104
87,12557626,신원리조트 제주지사,콘도,제주특별자치도 제주시 용해로 55,126.503067,33.51225975,http://place.map.kakao.com/12557626
88,1434454665,서귀포월드컵리조트,콘도,제주특별자치도 서귀포시 월드컵로45번길 40,126.5120068,33.24460034,http://place.map.kakao.com/1434454665
89,209932546,씨오르리조트,콘도,제주특별자치도 서귀포시 이어도로 989,126.5185522,33.24244751,http://place.map.kakao.com/209932546
90,26324386,더세리리조트,콘도,제주특별자치도 서귀포시 법환상로2번길 97-17,126.5121316,33.24705686,http://place.map.kakao.com/26324386
91,9484793,코코비치리조트,콘도,제주특별자치도 서귀포시 태평로92번길 37,126.5316284,33.24108368,http://place.map.kakao.com/9484793
92,14583349,블루펄리조트,콘도,제주특별자치도 서귀포시 태평로92번길 35,126.5318922,33.24130738,http://place.map.kakao.com/14583349
93,2068006,덴앤델리조트,콘도,제주특별자치도 서귀포시 태평로 156,126.5396646,33.24441726,http://place.map.kakao.com/2068006
94,1551672902,벙커호텔앤리조트,콘도,제주특별자치도 서귀포시 중산간동로8183번길 16,126.5426136,33.2612345,http://place.map.kakao.com/1551672902
95,11755366,한라산 리조트,콘도,제주특별자치도 제주시 선돌목동길 56-46,126.5437571,33.44463429,http://place.map.kakao.com/11755366
96,903094133,제주 헬스케어타운 리조트,콘도,제주특별자치도 서귀포시 솔오름로20번길 12,126.5559575,33.28549695,http://place.map.kakao.com/903094133
97,230486137,더큐브리조트 제주,콘도,제주특별자치도 서귀포시 솔오름로105번길 24,126.5636462,33.28589925,http://place.map.kakao.com/230486137
98,22730174,돈내코힐스파리조트,콘도,제주특별자치도 서귀포시 돈내코로 180,126.5781496,33.302587,http://place.map.kakao.com/22730174
99,1301573963,벨룸리조트,콘도,제주특별자치도 서귀포시 516로277번길 45,126.581442,33.27935153,http://place.map.kakao.com/1301573963
100,12842379,우리들리조트,콘도,제주특별자치도 서귀포시 산록남로 2914,126.5888361,33.31042637,http://place.map.kakao.com/12842379
101,21795417,더베이제주리조트,콘도,제주특별자치도 서귀포시 문필로35번길 46,126.5934954,33.24116421,http://place.map.kakao.com/21795417
102,22205184,돌과바람리조트,콘도,제주특별자치도 서귀포시 하신상로 166,126.6101558,33.27226252,http://place.map.kakao.com/22205184
103,8314845,라헨느리조트,콘도,제주특별자치도 제주시 명림로 374,126.6138608,33.45330329,http://place.map.kakao.com/8314845
104,27561536,기린산장 홍보관,콘도,,126.6386694,33.32097159,http://place.map.kakao.com/27561536
105,17592746,백통신원,콘도,제주특별자치도 서귀포시 남원읍 서성로 427,126.639049,33.32268217,http://place.map.kakao.com/17592746
106,8016361,한화리조트 제주,콘도,제주특별자치도 제주시 명림로 575-107,126.6373564,33.44900416,http://place.map.kakao.com/8016361
107,27386975,기린빌라리조트,콘도,제주특별자치도 서귀포시 남원읍 서성로 427-1,126.6430229,33.32473132,http://place.map.kakao.com/27386975
108,25646810,지아일랜드리조트,콘도,제주특별자치도 서귀포시 남원읍 위미항구로121번길 31,126.6526096,33.28298074,http://place.map.kakao.com/25646810
109,1915158888,인피니티리조트,콘도,제주특별자치도 제주시 조천읍 조함해안로 376-9,126.6567651,33.54724166,http://place.map.kakao.com/1915158888
110,27171295,에코랜드GC 골프텔,콘도,,126.6669907,33.45653094,http://place.map.kakao.com/27171295
111,20650886,제이에스리조트,콘도,제주특별자치도 제주시 조천읍 대흘5길 25,126.6630225,33.49687591,http://place.map.kakao.com/20650886
112,8600814,함덕리조텔,콘도,제주특별자치도 제주시 조천읍 조함해안로 514,126.6676562,33.54250916,http://place.map.kakao.com/8600814
113,8063682,조이빌리조트,콘도,제주특별자치도 제주시 조천읍 와산남길 41,126.6768251,33.48348605,http://place.map.kakao.com/8063682
114,11379388,소노벨 제주,콘도,제주특별자치도 제주시 조천읍 신북로 577,126.6716679,33.54137664,http://place.map.kakao.com/11379388
116,1785792635,크라운컨트리클럽 골프빌리지,콘도,제주특별자치도 제주시 조천읍 북선로 125,126.6993356,33.53282767,http://place.map.kakao.com/1785792635
117,16434989,금호제주리조트,콘도,제주특별자치도 서귀포시 남원읍 태위로 522-12,126.7018417,33.27324563,http://place.map.kakao.com/16434989
118,26413770,돌핀리조트,콘도,제주특별자치도 제주시 구좌읍 일주동로 1845,126.7287681,33.55654624,http://place.map.kakao.com/26413770
119,30816269,송당송당펜션&리조트,콘도,제주특별자치도 제주시 구좌읍 비자림로 1220,126.7356672,33.43448705,http://place.map.kakao.com/30816269
120,156018313,세인트포골프&리조트,콘도,제주특별자치도 제주시 구좌읍 선유로 445-55,126.7384908,33.52052499,http://place.map.kakao.com/156018313
121,12341327,블라제리조트,콘도,제주특별자치도 서귀포시 표선면 녹산로 274,126.7469407,33.3790116,http://place.map.kakao.com/12341327
122,25510626,사이프러스골프앤리조트 골프텔,콘도,제주특별자치도 서귀포시 표선면 번영로 2300,126.7430594,33.41395756,http://place.map.kakao.com/25510626
123,16616707,더뷰리조트,콘도,제주특별자치도 서귀포시 남원읍 신흥앞동산로40번길 39-23,126.7719752,33.30832326,http://place.map.kakao.com/16616707
124,8656377,소노캄 제주,콘도,제주특별자치도 서귀포시 표선면 일주동로 6347-17,126.7920828,33.30553102,http://place.map.kakao.com/8656377
125,26519967,씨엘빌리지,콘도,제주특별자치도 서귀포시 표선면 세성로 67-32,126.8036919,33.31197582,http://place.map.kakao.com/26519967
126,1181754196,스테이다랑쉬,콘도,제주특별자치도 제주시 구좌읍 비자림로 2239,126.8083993,33.49531245,http://place.map.kakao.com/1181754196
127,1825465831,오크라리조트,콘도,제주특별자치도 서귀포시 표선면 번영로 3189,126.8201992,33.36419415,http://place.map.kakao.com/1825465831
128,25627785,C&P리조트,콘도,제주특별자치도 서귀포시 성산읍 중산간동로 4328-63,126.8309496,33.39025076,http://place.map.kakao.com/25627785
129,158379131,제주파라다이스힐,콘도,,126.8551221,33.37073149,http://place.map.kakao.com/158379131
130,1862043863,고투베드리조트,콘도,제주특별자치도 서귀포시 성산읍 서성일로 660,126.8550647,33.42734312,http://place.map.kakao.com/1862043863
131,21695836,제주원리조트,콘도,제주특별자치도 서귀포시 성산읍 서성일로 726-33,126.86288,33.42855926,http://place.map.kakao.com/21695836
132,900435379,메모리아리조트,콘도,제주특별자치도 서귀포시 성산읍 일주동로 5199-3,126.872379,33.37415496,http://place.map.kakao.com/900435379
133,2002158765,MJ리조트,콘도,제주특별자치도 제주시 구좌읍 해맞이해안로 1651,126.8793089,33.52888549,http://place.map.kakao.com/2002158765
134,64151218,오투힐 제주점,콘도,제주특별자치도 제주시 구좌읍 해맞이해안로 1590-6,126.8737681,33.52807935,http://place.map.kakao.com/64151218
135,170246594,오션갤러리 호텔앤리조트,콘도,제주특별자치도 서귀포시 성산읍 환해장성로 231,126.889749,33.38784919,http://place.map.kakao.com/170246594
136,24119848,제주휴리조트1,콘도,제주특별자치도 서귀포시 성산읍 난고로 228,126.8940423,33.42096574,http://place.map.kakao.com/24119848
137,1436088892,크리스마스리조트,콘도,제주특별자치도 제주시 구좌읍 해맞이해안로 2030-8,126.8997566,33.50913072,http://place.map.kakao.com/1436088892
138,1188987883,오션스퀘어,콘도,제주특별자치도 서귀포시 성산읍 환해장성로 667,126.9089783,33.41321288,http://place.map.kakao.com/1188987883
139,11832536,보라카이인제주,콘도,제주특별자치도 제주시 구좌읍 해맞이해안로 2484,126.9012886,33.48591654,http://place.map.kakao.com/11832536
140,17665996,코델리아리조트,콘도,제주특별자치도 서귀포시 성산읍 일주동로4120번길 23-20,126.9100727,33.45910309,http://place.map.kakao.com/17665996
141,515269451,더포그레이스호텔앤리조트,콘도,제주특별자치도 서귀포시 성산읍 해맞이해안로 2670,126.9104342,33.47365803,http://place.map.kakao.com/515269451
142,1105933662,취다선리조트,콘도,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688,126.9127061,33.47182578,http://place.map.kakao.com/1105933662
143,996889508,봄그리고가을리조트,콘도,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,126.911019,33.47414532,http://place.map.kakao.com/996889508
144,25612365,오션스타콘도,콘도,제주특별자치도 서귀포시 성산읍 섭지코지로 169,126.9265463,33.42734383,http://place.map.kakao.com/25612365
145,8177478,휘닉스제주,콘도,제주특별자치도 서귀포시 성산읍 섭지코지로 107,126.9282125,33.43058701,http://place.map.kakao.com/8177478
147,603194690,훈데르트힐즈,콘도,제주특별자치도 제주시 우도면 우도해안길 32-24,126.9551807,33.49419924,http://place.map.kakao.com/603194690
