num, store, address, review, score
233, 법련사, 제주특별자치도 서귀포시 남원읍 남태해안로 319, 1, 5.0
234, 백련사, 제주특별자치도 제주시 구좌읍 김녕로 45, 0, 0.0
235, 금룡사, 제주특별자치도 제주시 구좌읍 김녕로 148-11, 1, 5.0
236, 영천사, 제주특별자치도 서귀포시 표선면 중산간동로 5587-90, 0, 0.0
237, 송림사, 제주특별자치도 제주시 구좌읍 송당3길 24-7, 0, 0.0
238, 법성사, 제주특별자치도 서귀포시 표선면 성읍서문로 57, 0, 0.0
239, 연봉사, 제주특별자치도 제주시 구좌읍 행원로2길 25, 0, 0.0
240, 낙원정사, 제주특별자치도 서귀포시 표선면 일주동로 6128-48, 0, 0.0
241, 관통사, 제주특별자치도 서귀포시 표선면 표선관정로 52, 2, 5.0
242, 자성원, 제주특별자치도 서귀포시 성산읍 풍천로273번길 96-67, 1, 5.0
243, 동법사, 제주특별자치도 제주시 구좌읍 한동로1길 14, 0, 0.0
244, 육각사, 제주특별자치도 서귀포시 표선면 표선백사로110번길 20, 0, 0.0
245, 연화사, 제주특별자치도 서귀포시 표선면 표선중앙로96번길 15-13, 0, 0.0
246, 해신사, 제주특별자치도 서귀포시 표선면 일주동로5645번길 60, 1, 1.0
247, 다경선원, 제주특별자치도 제주시 구좌읍 세송로 204-46, 0, 0.0
248, 성림사, 제주특별자치도 제주시 구좌읍 일주동로 3045, 0, 0.0
249, 불타암, 제주특별자치도 서귀포시 성산읍 삼달로 65, 0, 0.0
250, 성원사, 제주특별자치도 제주시 구좌읍 세종로 23-21, 0, 0.0
251, 용문사, 제주특별자치도 제주시 구좌읍 해맞이해안로 1531, 1, 5.0
252, 금정사, 제주특별자치도 제주시 구좌읍 세화11길 21-3, 0, 0.0
253, 달성사, 제주특별자치도 서귀포시 성산읍 일주동로 5176-18, 0, 0.0
254, 혜림사, 제주특별자치도 서귀포시 성산읍 독자봉로24번길 13, 0, 0.0
256, 금붕사, 제주특별자치도 제주시 구좌읍 일주동로 3618-1, 1, 5.0
257, 남안사, 제주특별자치도 서귀포시 성산읍 난고로34번길 90-12, 0, 0.0
258, 대원정사극락원, 제주특별자치도 서귀포시 성산읍 시흥하동로69번길 34-10, 0, 0.0
259, 복천사, 제주특별자치도 서귀포시 성산읍 고성중앙로 70, 0, 0.0
260, 봉원사, 제주특별자치도 서귀포시 성산읍 오조로 29 1층, 0, 0.0
261, 사리사, 제주특별자치도 제주시 구좌읍 해맞이해안로 2232-22, 0, 0.0
262, 동암사, 제주특별자치도 서귀포시 성산읍 일출로 284-10, 2, 5.0
263, 금강사, 제주특별자치도 제주시 우도면 우도로 98-17, 2, 5.0
